movie_key,film_id,title,description,release_year,language,original_language,rental_duration,length,rating,special_features
654,654,Panky Submarine,A Touching Documentary of a Dentist And a Sumo Wrestler who must Overcome a Boy in The Gulf of Mexico,2006,English,English,4,93,G,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
655,655,Panther Reds,A Brilliant Panorama of a Moose And a Man who must Reach a Teacher in The Gulf of Mexico,2006,English,English,5,109,NC-17,"{""Deleted Scenes"",""Behind the Scenes""}"
656,656,Papi Necklace,A Fanciful Display of a Car And a Monkey who must Escape a Squirrel in Ancient Japan,2006,English,English,3,128,PG,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}"
657,657,Paradise Sabrina,A Intrepid Yarn of a Car And a Moose who must Outrace a Crocodile in A Manhattan Penthouse,2006,English,English,5,48,PG-13,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
658,658,Paris Weekend,A Intrepid Story of a Squirrel And a Crocodile who must Defeat a Monkey in The Outback,2006,English,English,7,121,PG-13,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
659,659,Park Citizen,A Taut Epistle of a Sumo Wrestler And a Girl who must Face a Husband in Ancient Japan,2006,English,English,3,109,PG-13,"{Trailers,""Deleted Scenes""}"
660,660,Party Knock,A Fateful Display of a Technical Writer And a Butler who must Battle a Sumo Wrestler in An Abandoned Mine Shaft,2006,English,English,7,107,PG,"{Trailers,""Behind the Scenes""}"
661,661,Past Suicides,A Intrepid Tale of a Madman And a Astronaut who must Challenge a Hunter in A Monastery,2006,English,English,5,157,PG-13,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}"
662,662,Paths Control,A Astounding Documentary of a Butler And a Cat who must Find a Frisbee in Ancient China,2006,English,English,3,118,PG,"{Trailers,""Behind the Scenes""}"
663,663,Patient Sister,A Emotional Epistle of a Squirrel And a Robot who must Confront a Lumberjack in Soviet Georgia,2006,English,English,7,99,NC-17,"{Trailers,Commentaries}"
664,664,Patriot Roman,A Taut Saga of a Robot And a Database Administrator who must Challenge a Astronaut in California,2006,English,English,6,65,PG,"{Trailers,""Deleted Scenes""}"
665,665,Patton Interview,A Thrilling Documentary of a Composer And a Secret Agent who must Succumb a Cat in Berlin,2006,English,English,4,175,PG,{Commentaries}
666,666,Paycheck Wait,A Awe-Inspiring Reflection of a Boy And a Man who must Discover a Moose in The Sahara Desert,2006,English,English,4,145,PG-13,"{Commentaries,""Deleted Scenes""}"
667,667,Peach Innocent,A Action-Packed Drama of a Monkey And a Dentist who must Chase a Butler in Berlin,2006,English,English,3,160,PG-13,"{Commentaries,""Behind the Scenes""}"
668,668,Peak Forever,A Insightful Reflection of a Boat And a Secret Agent who must Vanquish a Astronaut in An Abandoned Mine Shaft,2006,English,English,7,80,PG,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
669,669,Pearl Destiny,A Lacklusture Yarn of a Astronaut And a Pastry Chef who must Sink a Dog in A U-Boat,2006,English,English,3,74,NC-17,{Trailers}
670,670,Pelican Comforts,A Epic Documentary of a Boy And a Monkey who must Pursue a Astronaut in Berlin,2006,English,English,4,48,PG,"{Commentaries,""Deleted Scenes""}"
671,671,Perdition Fargo,A Fast-Paced Story of a Car And a Cat who must Outgun a Hunter in Berlin,2006,English,English,7,99,NC-17,"{Trailers,""Behind the Scenes""}"
672,672,Perfect Groove,A Thrilling Yarn of a Dog And a Dog who must Build a Husband in A Baloon,2006,English,English,7,82,PG-13,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
673,673,Personal Ladybugs,A Epic Saga of a Hunter And a Technical Writer who must Conquer a Cat in Ancient Japan,2006,English,English,3,118,PG-13,"{""Deleted Scenes"",""Behind the Scenes""}"
674,674,Pet Haunting,A Unbelieveable Reflection of a Explorer And a Boat who must Conquer a Woman in California,2006,English,English,3,99,PG,"{Trailers,Commentaries}"
675,675,Phantom Glory,A Beautiful Documentary of a Astronaut And a Crocodile who must Discover a Madman in A Monastery,2006,English,English,6,60,NC-17,"{Commentaries,""Behind the Scenes""}"
676,676,Philadelphia Wife,A Taut Yarn of a Hunter And a Astronaut who must Conquer a Database Administrator in The Sahara Desert,2006,English,English,7,137,PG-13,"{Trailers,Commentaries,""Deleted Scenes""}"
677,677,Pianist Outfield,A Intrepid Story of a Boy And a Technical Writer who must Pursue a Lumberjack in A Monastery,2006,English,English,6,136,NC-17,"{Trailers,Commentaries,""Deleted Scenes""}"
678,678,Pickup Driving,A Touching Documentary of a Husband And a Boat who must Meet a Pastry Chef in A Baloon Factory,2006,English,English,3,77,G,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
679,679,Pilot Hoosiers,A Awe-Inspiring Reflection of a Crocodile And a Sumo Wrestler who must Meet a Forensic Psychologist in An Abandoned Mine Shaft,2006,English,English,6,50,PG,"{Trailers,""Deleted Scenes""}"
680,680,Pinocchio Simon,A Action-Packed Reflection of a Mad Scientist And a A Shark who must Find a Feminist in California,2006,English,English,4,103,PG,"{Commentaries,""Behind the Scenes""}"
681,681,Pirates Roxanne,A Stunning Drama of a Woman And a Lumberjack who must Overcome a A Shark in The Canadian Rockies,2006,English,English,4,100,PG,"{Commentaries,""Deleted Scenes""}"
682,682,Pittsburgh Hunchback,A Thrilling Epistle of a Boy And a Boat who must Find a Student in Soviet Georgia,2006,English,English,4,134,PG-13,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}"
683,683,Pity Bound,A Boring Panorama of a Feminist And a Moose who must Defeat a Database Administrator in Nigeria,2006,English,English,5,60,NC-17,{Commentaries}
684,684,Pizza Jumanji,A Epic Saga of a Cat And a Squirrel who must Outgun a Robot in A U-Boat,2006,English,English,4,173,NC-17,{Commentaries}
685,685,Platoon Instinct,A Thrilling Panorama of a Man And a Woman who must Reach a Woman in Australia,2006,English,English,6,132,PG-13,"{Trailers,Commentaries}"
686,686,Pluto Oleander,A Action-Packed Reflection of a Car And a Moose who must Outgun a Car in A Shark Tank,2006,English,English,5,84,R,"{""Behind the Scenes""}"
687,687,Pocus Pulp,A Intrepid Yarn of a Frisbee And a Dog who must Build a Astronaut in A Baloon Factory,2006,English,English,6,138,NC-17,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
688,688,Polish Brooklyn,A Boring Character Study of a Database Administrator And a Lumberjack who must Reach a Madman in The Outback,2006,English,English,6,61,PG,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
689,689,Pollock Deliverance,A Intrepid Story of a Madman And a Frisbee who must Outgun a Boat in The Sahara Desert,2006,English,English,5,137,PG,{Commentaries}
690,690,Pond Seattle,A Stunning Drama of a Teacher And a Boat who must Battle a Feminist in Ancient China,2006,English,English,7,185,PG-13,"{Trailers,Commentaries,""Behind the Scenes""}"
691,691,Poseidon Forever,A Thoughtful Epistle of a Womanizer And a Monkey who must Vanquish a Dentist in A Monastery,2006,English,English,6,159,PG-13,{Commentaries}
692,692,Potluck Mixed,A Beautiful Story of a Dog And a Technical Writer who must Outgun a Student in A Baloon,2006,English,English,3,179,G,"{""Behind the Scenes""}"
693,693,Potter Connecticut,A Thrilling Epistle of a Frisbee And a Cat who must Fight a Technical Writer in Berlin,2006,English,English,5,115,PG,"{Trailers,Commentaries}"
694,694,Prejudice Oleander,A Epic Saga of a Boy And a Dentist who must Outrace a Madman in A U-Boat,2006,English,English,6,98,PG-13,"{Trailers,Commentaries,""Deleted Scenes""}"
695,695,President Bang,A Fateful Panorama of a Technical Writer And a Moose who must Battle a Robot in Soviet Georgia,2006,English,English,6,144,PG,"{""Behind the Scenes""}"
696,696,Pride Alamo,A Thoughtful Drama of a A Shark And a Forensic Psychologist who must Vanquish a Student in Ancient India,2006,English,English,6,114,NC-17,"{""Deleted Scenes""}"
697,697,Primary Glass,A Fateful Documentary of a Pastry Chef And a Butler who must Build a Dog in The Canadian Rockies,2006,English,English,7,53,G,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}"
698,698,Princess Giant,A Thrilling Yarn of a Pastry Chef And a Monkey who must Battle a Monkey in A Shark Tank,2006,English,English,3,71,NC-17,"{Trailers,""Deleted Scenes""}"
699,699,Private Drop,A Stunning Story of a Technical Writer And a Hunter who must Succumb a Secret Agent in A Baloon,2006,English,English,7,106,PG,{Trailers}
700,700,Prix Undefeated,A Stunning Saga of a Mad Scientist And a Boat who must Overcome a Dentist in Ancient China,2006,English,English,4,115,R,"{Trailers,""Deleted Scenes""}"
701,701,Psycho Shrunk,A Amazing Panorama of a Crocodile And a Explorer who must Fight a Husband in Nigeria,2006,English,English,5,155,PG-13,"{""Behind the Scenes""}"
702,702,Pulp Beverly,A Unbelieveable Display of a Dog And a Crocodile who must Outrace a Man in Nigeria,2006,English,English,4,89,G,"{Trailers,""Behind the Scenes""}"
703,703,Punk Divorce,A Fast-Paced Tale of a Pastry Chef And a Boat who must Face a Frisbee in The Canadian Rockies,2006,English,English,6,100,PG,"{Trailers,Commentaries,""Deleted Scenes""}"
704,704,Pure Runner,A Thoughtful Documentary of a Student And a Madman who must Challenge a Squirrel in A Manhattan Penthouse,2006,English,English,3,121,NC-17,"{Trailers,""Deleted Scenes""}"
705,705,Purple Movie,A Boring Display of a Pastry Chef And a Sumo Wrestler who must Discover a Frisbee in An Abandoned Amusement Park,2006,English,English,4,88,R,"{Commentaries,""Deleted Scenes""}"
706,706,Queen Luke,A Astounding Story of a Girl And a Boy who must Challenge a Composer in New Orleans,2006,English,English,5,163,PG,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
707,707,Quest Mussolini,A Fateful Drama of a Husband And a Sumo Wrestler who must Battle a Pastry Chef in A Baloon Factory,2006,English,English,5,177,R,"{""Behind the Scenes""}"
708,708,Quills Bull,A Thoughtful Story of a Pioneer And a Woman who must Reach a Moose in Australia,2006,English,English,4,112,R,"{Trailers,""Behind the Scenes""}"
709,709,Racer Egg,A Emotional Display of a Monkey And a Waitress who must Reach a Secret Agent in California,2006,English,English,7,147,NC-17,"{Trailers,Commentaries,""Deleted Scenes""}"
710,710,Rage Games,A Fast-Paced Saga of a Astronaut And a Secret Agent who must Escape a Hunter in An Abandoned Amusement Park,2006,English,English,4,120,R,"{Trailers,""Behind the Scenes""}"
711,711,Raging Airplane,A Astounding Display of a Secret Agent And a Technical Writer who must Escape a Mad Scientist in A Jet Boat,2006,English,English,4,154,R,"{Commentaries,""Deleted Scenes""}"
712,712,Raiders Antitrust,A Amazing Drama of a Teacher And a Feminist who must Meet a Woman in The First Manned Space Station,2006,English,English,4,82,PG-13,"{""Deleted Scenes""}"
713,713,Rainbow Shock,A Action-Packed Story of a Hunter And a Boy who must Discover a Lumberjack in Ancient India,2006,English,English,3,74,PG,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
714,714,Random Go,A Fateful Drama of a Frisbee And a Student who must Confront a Cat in A Shark Tank,2006,English,English,6,73,NC-17,{Trailers}
715,715,Range Moonwalker,A Insightful Documentary of a Hunter And a Dentist who must Confront a Crocodile in A Baloon,2006,English,English,3,147,PG,"{Trailers,Commentaries,""Deleted Scenes""}"
716,716,Reap Unfaithful,A Thrilling Epistle of a Composer And a Sumo Wrestler who must Challenge a Mad Cow in A MySQL Convention,2006,English,English,6,136,PG-13,"{Trailers,Commentaries}"
717,717,Rear Trading,A Awe-Inspiring Reflection of a Forensic Psychologist And a Secret Agent who must Succumb a Pastry Chef in Soviet Georgia,2006,English,English,6,97,NC-17,"{Trailers,Commentaries,""Deleted Scenes""}"
718,718,Rebel Airport,A Intrepid Yarn of a Database Administrator And a Boat who must Outrace a Husband in Ancient India,2006,English,English,7,73,G,"{Trailers,""Behind the Scenes""}"
719,719,Records Zorro,A Amazing Drama of a Mad Scientist And a Composer who must Build a Husband in The Outback,2006,English,English,7,182,PG,"{""Behind the Scenes""}"
720,720,Redemption Comforts,A Emotional Documentary of a Dentist And a Woman who must Battle a Mad Scientist in Ancient China,2006,English,English,3,179,NC-17,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}"
721,721,Reds Pocus,A Lacklusture Yarn of a Sumo Wrestler And a Squirrel who must Redeem a Monkey in Soviet Georgia,2006,English,English,7,182,PG-13,"{Trailers,""Behind the Scenes""}"
722,722,Reef Salute,A Action-Packed Saga of a Teacher And a Lumberjack who must Battle a Dentist in A Baloon,2006,English,English,5,123,NC-17,"{""Behind the Scenes""}"
723,723,Reign Gentlemen,A Emotional Yarn of a Composer And a Man who must Escape a Butler in The Gulf of Mexico,2006,English,English,3,82,PG-13,"{""Deleted Scenes"",""Behind the Scenes""}"
724,724,Remember Diary,A Insightful Tale of a Technical Writer And a Waitress who must Conquer a Monkey in Ancient India,2006,English,English,5,110,R,"{Trailers,Commentaries}"
725,725,Requiem Tycoon,A Unbelieveable Character Study of a Cat And a Database Administrator who must Pursue a Teacher in A Monastery,2006,English,English,6,167,R,"{Trailers,Commentaries,""Behind the Scenes""}"
726,726,Reservoir Adaptation,A Intrepid Drama of a Teacher And a Moose who must Kill a Car in California,2006,English,English,7,61,PG-13,{Commentaries}
727,727,Resurrection Silverado,A Epic Yarn of a Robot And a Explorer who must Challenge a Girl in A MySQL Convention,2006,English,English,6,117,PG,"{Trailers,""Deleted Scenes""}"
728,728,Reunion Witches,A Unbelieveable Documentary of a Database Administrator And a Frisbee who must Redeem a Mad Scientist in A Baloon Factory,2006,English,English,3,63,R,{Commentaries}
729,729,Rider Caddyshack,A Taut Reflection of a Monkey And a Womanizer who must Chase a Moose in Nigeria,2006,English,English,5,177,PG,"{Commentaries,""Behind the Scenes""}"
730,730,Ridgemont Submarine,A Unbelieveable Drama of a Waitress And a Composer who must Sink a Mad Cow in Ancient Japan,2006,English,English,3,46,PG-13,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
731,731,Right Cranes,A Fateful Character Study of a Boat And a Cat who must Find a Database Administrator in A Jet Boat,2006,English,English,7,153,PG-13,"{Trailers,Commentaries,""Deleted Scenes""}"
732,732,Rings Heartbreakers,A Amazing Yarn of a Sumo Wrestler And a Boat who must Conquer a Waitress in New Orleans,2006,English,English,5,58,G,"{Trailers,Commentaries,""Behind the Scenes""}"
733,733,River Outlaw,A Thrilling Character Study of a Squirrel And a Lumberjack who must Face a Hunter in A MySQL Convention,2006,English,English,4,149,PG-13,{Commentaries}
734,734,Road Roxanne,A Boring Character Study of a Waitress And a Astronaut who must Fight a Crocodile in Ancient Japan,2006,English,English,4,158,R,"{""Behind the Scenes""}"
735,735,Robbers Joon,A Thoughtful Story of a Mad Scientist And a Waitress who must Confront a Forensic Psychologist in Soviet Georgia,2006,English,English,7,102,PG-13,{Commentaries}
736,736,Robbery Bright,A Taut Reflection of a Robot And a Squirrel who must Fight a Boat in Ancient Japan,2006,English,English,4,134,R,{Trailers}
737,737,Rock Instinct,A Astounding Character Study of a Robot And a Moose who must Overcome a Astronaut in Ancient India,2006,English,English,4,102,G,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
738,738,Rocketeer Mother,A Awe-Inspiring Character Study of a Robot And a Sumo Wrestler who must Discover a Womanizer in A Shark Tank,2006,English,English,3,178,PG-13,"{""Deleted Scenes"",""Behind the Scenes""}"
739,739,Rocky War,A Fast-Paced Display of a Squirrel And a Explorer who must Outgun a Mad Scientist in Nigeria,2006,English,English,4,145,PG-13,"{Trailers,Commentaries,""Behind the Scenes""}"
